gene_id,attributes,logFC,AveExpr,t,P.Value,adj.P.Val,B
PF3D7_0917200,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-0.5057818,5.215182236,-1.994917271,0.121346074,0.296896617,-4.822574761
PF3D7_0928000,Name=COX6B;description=cytochrome c oxidase subunit 6B%2C putative;ebi_biotype=protein_coding,0.712915832,4.189293628,1.994858904,0.121353897,0.296896617,-4.567941556
PF3D7_1439200,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.740369814,5.366370452,1.993094936,0.121590587,0.297348507,-4.880985142
PF3D7_1353400,description=Ran-binding protein%2C putative;ebi_biotype=protein_coding,-0.661896954,5.054427541,-1.99179627,0.121765171,0.297532858,-4.775945207
PF3D7_1217200,Name=MRD1;description=multiple RNA-binding domain-containing protein 1%2C putative;ebi_biotype=protein_coding,-0.409021004,4.568703014,-1.987586307,0.121770004,0.297532858,-4.659589728
PF3D7_0622200,Name=MIAB;description=tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase;ebi_biotype=protein_coding,-0.439428771,5.438083382,-1.98861078,0.122194585,0.298362494,-4.893320863
PF3D7_1336000,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.201227563,6.79449899,-1.982012602,0.122213868,0.298362494,-5.284306164
PF3D7_0303600,Name=Plrx;description=plasmoredoxin;ebi_biotype=protein_coding,0.397743722,5.195208632,1.987717089,0.122315359,0.298482872,-4.842473633
PF3D7_1241200,Name=NUP269;description=nucleoporin NUP269%2C putative;ebi_biotype=protein_coding,-0.291870121,6.41296858,-1.986203427,0.122520218,0.298778271,-5.175158817
PF3D7_0913600,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.226621259,7.171230301,1.986050932,0.122540878,0.298778271,-5.382573031
PF3D7_0915700,Name=ApiCOX30;description=cytochrome c oxidase subunit ApiCOX30%2C putative;ebi_biotype=protein_coding,0.499599966,3.53798125,1.954462153,0.122798136,0.299277945,-4.452088481
PF3D7_0523000,Name=MDR1;description=multidrug resistance protein 1;ebi_biotype=protein_coding,0.529360665,4.452492106,1.982484672,0.123025135,0.299645705,-4.651333414
PF3D7_1250000,Name=FCF2;description=rRNA-processing protein FCF2%2C putative;ebi_biotype=protein_coding,-0.524323419,4.934401905,-1.982274024,0.123053805,0.299645705,-4.75986842
PF3D7_0723600,description=proteasome assembly chaperone 4%2C putative;ebi_biotype=protein_coding,-2.239350575,2.089801356,-1.980930229,0.123236874,0.299963795,-4.199444838
PF3D7_1472400,description=M1-family alanyl aminopeptidase%2C putative;ebi_biotype=protein_coding,0.690986624,5.082749975,1.976606973,0.123827896,0.301274165,-4.823514436
PF3D7_0908500,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.631029541,4.860586869,-1.975900478,0.123924777,0.301381686,-4.742856717
PF3D7_1445800,description=conserved Plasmodium membrane protein%2C unknown function;ebi_biotype=protein_coding,-0.538830439,5.383264197,-1.975308192,0.124006062,0.3014512,-4.89087863
PF3D7_1458700,description=exonuclease V%2C mitochondrial%2C putative;ebi_biotype=protein_coding,0.951549839,4.379558946,1.974129201,0.124168042,0.301520031,-4.635547415
PF3D7_0205600,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.256115794,5.415810119,1.944592085,0.124192476,0.301520031,-4.946463034
PF3D7_1251800,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.545844275,5.007393257,-1.973580465,0.124243511,0.301520031,-4.78913755
PF3D7_1141300,Name=APR1;description=apical polar ring protein APR1%2C putative;ebi_biotype=protein_coding,-0.326747998,7.645101239,-1.973567977,0.12424523,0.301520031,-5.503507126
PF3D7_1317000,Name=USP39;description=U4/U6.U5 tri-snRNP-associated protein 2%2C putative;ebi_biotype=protein_coding,0.485648213,6.742212449,1.970542704,0.124662227,0.302403707,-5.29458639
PF3D7_1435700,description=ataxin-2 like protein%2C putative;ebi_biotype=protein_coding,-0.296659905,7.202694814,-1.969281319,0.124836552,0.3026901,-5.401957966
PF3D7_0702600,description=chitinase%2C fragment;ebi_biotype=protein_coding,-1.15363005,3.488538003,-1.968678408,0.12491997,0.3026901,-4.39344002
PF3D7_1360200,Name=EMC3;description=ER membrane protein complex subunit 3%2C putative;ebi_biotype=protein_coding,0.318354816,5.560604328,1.968253659,0.124978775,0.3026901,-4.966579973
PF3D7_1325800,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.583992403,2.119874914,1.968109065,0.124998801,0.3026901,-4.222478412
PF3D7_0206200,Name=PAT;description=pantothenate transporter;ebi_biotype=protein_coding,0.228925521,9.009155767,1.967427161,0.125093289,0.3026901,-5.815979504
PF3D7_0709600,Name=POP1;description=ribonucleases P/MRP protein subunit POP1%2C putative;ebi_biotype=protein_coding,2.282364531,1.303538772,1.967394644,0.125097797,0.3026901,-4.17167342
PF3D7_1317100,Name=MCM4;description=DNA replication licensing factor MCM4;ebi_biotype=protein_coding,0.119393658,9.408550104,1.966610009,0.125206622,0.302825318,-5.888026646
PF3D7_1123400,Name=ERF3;description=eukaryotic peptide chain release factor GTP-binding subunit%2C putative;ebi_biotype=protein_coding,-0.359128263,6.173434517,-1.965221744,0.125399424,0.303163443,-5.131293236
PF3D7_1436300,Name=PTEX150;description=translocon component PTEX150;ebi_biotype=protein_coding,0.225333626,8.827562497,1.963834372,0.125592431,0.303501778,-5.785504868
PF3D7_0904500,description=prefoldin subunit 4%2C putative;ebi_biotype=protein_coding,-0.209057487,7.159421953,-1.961986881,0.125849959,0.303995679,-5.402267702
PF3D7_1316100,Name=IPK2;description=inositol polyphosphate kinase%2C putative;ebi_biotype=protein_coding,-0.389153237,5.770745248,-1.96049782,0.12605795,0.304369554,-5.021728892
PF3D7_1406300,Name=GDPD;description=glycerophosphodiester phosphodiesterase;ebi_biotype=protein_coding,-0.2488061,7.879421248,-1.959710823,0.12616803,0.304506807,-5.577748534
PF3D7_0906600,description=zinc finger protein%2C putative;ebi_biotype=protein_coding,-0.249086608,6.66626681,-1.957319789,0.126503127,0.304869084,-5.280373458
PF3D7_0317300,Name=NUP335;description=nucleoporin NUP335%2C putative;ebi_biotype=protein_coding,0.243981785,7.702624826,1.957149258,0.126527064,0.304869084,-5.54632243
PF3D7_0607000,description=translation initiation factor IF-2%2C putative;ebi_biotype=protein_coding,-0.172611637,6.720727023,-1.928280456,0.126534768,0.304869084,-5.325499003
PF3D7_0609100,Name=ZIP1;description=zinc transporter ZIP1%2C putative;ebi_biotype=protein_coding,-0.261664826,7.112271052,-1.956999558,0.126548081,0.304869084,-5.395366472
PF3D7_1362200,Name=RUVB3;description=RuvB-like helicase 3;ebi_biotype=protein_coding,-0.582182228,4.152761997,-1.956739306,0.126584628,0.304869084,-4.583786958
PF3D7_0922000,description=dynein intermediate chain%2C putative;ebi_biotype=protein_coding,-0.718550762,2.7098489,-1.948251491,0.126708527,0.305039045,-4.298761277
PF3D7_1458100,Name=PET117;description=protein PET117%2C putative;ebi_biotype=protein_coding,0.765684616,3.701641052,1.95491471,0.126841185,0.305173904,-4.493971809
PF3D7_0207500,Name=SERA6;description=serine repeat antigen 6;ebi_biotype=protein_coding,0.122049928,10.38848249,1.954701169,0.126871249,0.305173904,-6.071400586
PF3D7_1010200,description=DNA2/NAM7 helicase%2C putative;ebi_biotype=protein_coding,-1.015775889,4.278467567,-1.953650108,0.127019339,0.305401688,-4.598189382
PF3D7_0215400,description=WD repeat-containing protein%2C putative;ebi_biotype=protein_coding,0.443190561,6.849206878,1.952298367,0.127210074,0.305652972,-5.343658575
PF3D7_0903800,Name=CCp4;description=LCCL domain-containing protein;ebi_biotype=protein_coding,1.125794535,2.845634482,1.952152171,0.127230721,0.305652972,-4.320197306
PF3D7_0731700,description=Plasmodium exported protein (hyp9)%2C unknown function;ebi_biotype=protein_coding,-0.370045615,6.259052446,-1.95121464,0.12736322,0.30580738,-5.171615837
PF3D7_0900800,Name=VAR;description=erythrocyte membrane protein 1 (PfEMP1)%2C exon 2%2C pseudogene;ebi_biotype=pseudogene,1.206340567,2.97082818,1.950941004,0.127401921,0.30580738,-4.341260333
PF3D7_0105500,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.261741894,5.868803366,1.946852771,0.127499384,0.30587196,-5.079681862
PF3D7_0312500,Name=MFR3;description=multidrug-resistant modulator MFR3;ebi_biotype=protein_coding,0.367265349,5.148385317,1.9499953,0.127535773,0.30587196,-4.87402573
PF3D7_0714400,description=calmodulin%2C putative;ebi_biotype=protein_coding,1.003067754,2.087704409,1.946613114,0.128015754,0.306894431,-4.23853758
PF3D7_0725800,description=5.8S ribosomal RNA;ebi_biotype=rRNA,1.310419562,14.20927639,1.945969303,0.128107346,0.306985345,-6.760444155
PF3D7_1335500,description=DNA replication complex GINS protein%2C putative;ebi_biotype=protein_coding,0.780569562,2.940113993,1.944274206,0.128348845,0.307333988,-4.348515771
PF3D7_1121700,Name=GCN20;description=protein GCN20;ebi_biotype=protein_coding,0.222024133,6.803476688,1.944193914,0.128360297,0.307333988,-5.341150069
PF3D7_0531800,description=5.8S ribosomal RNA;ebi_biotype=rRNA,1.308240897,14.20568257,1.94228717,0.128632578,0.307857048,-6.764309976
PF3D7_0205800,Name=PH1;description=PH domain-containing protein%2C putative;ebi_biotype=protein_coding,-0.571181157,4.955316387,-1.940994261,0.128817566,0.30817084,-4.81176928
PF3D7_1017000,description=DNA polymerase delta catalytic subunit;ebi_biotype=protein_coding,0.724994019,4.942420723,1.940020454,0.128957092,0.308309961,-4.828355828
PF3D7_1441800,Name=VPS60;description=vacuolar protein sorting-associated protein 60%2C putative;ebi_biotype=protein_coding,-0.668608189,3.562582176,-1.939514779,0.12902961,0.308309961,-4.460806418
PF3D7_0818900,Name=HSP70;description=heat shock protein 70;ebi_biotype=protein_coding,-0.08174351,10.33357136,-1.91120339,0.129038556,0.308309961,-6.107933321
PF3D7_1472600,Name=PDI-14;description=protein disulfide-isomerase;ebi_biotype=protein_coding,0.842292356,4.914517475,1.938681805,0.129149164,0.308309961,-4.819632751
PF3D7_0532400,Name=LyMP;description=lysine-rich membrane-associated PHISTb protein;ebi_biotype=protein_coding,-0.453650304,5.879913005,-1.938357771,0.129195704,0.308309961,-5.076060084
PF3D7_1466400,Name=ApiAP2;description=AP2 domain transcription factor AP2-EXP;ebi_biotype=protein_coding,-0.251674317,6.462649218,-1.937854187,0.12926807,0.308309961,-5.248582871
PF3D7_1119800,Name=ASF1;description=alternative splicing factor ASF-1%2C putative;ebi_biotype=protein_coding,0.688202957,3.153758632,1.937583943,0.129306923,0.308309961,-4.396599575
PF3D7_1205200,Name=HADO;description=HAD domain ookinete protein%2C putative;ebi_biotype=protein_coding,0.688202957,3.153758632,1.937583943,0.129306923,0.308309961,-4.396599575
PF3D7_1408100,Name=PMIII;description=plasmepsin III;ebi_biotype=protein_coding,-0.240237417,7.349690614,-1.936563912,0.129453688,0.30853129,-5.47921984
PF3D7_1338200,Name=RPL6;description=60S ribosomal protein L6%2C putative;ebi_biotype=protein_coding,-0.099336539,9.050685657,-1.907819253,0.129541087,0.308611003,-5.887387053
PF3D7_0628700,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.720356822,2.7098489,-1.929073522,0.129781287,0.309054522,-4.318562698
PF3D7_1461500,Name=MND1;description=meiotic nuclear division protein 1%2C putative;ebi_biotype=protein_coding,0.656505695,3.25698407,1.933802525,0.129851929,0.309094063,-4.421404356
PF3D7_0104500,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-0.334989849,4.913132197,-1.917538891,0.129965732,0.309236267,-4.832281538
PF3D7_1216500,Name=MDV1;description=male development gene 1;ebi_biotype=protein_coding,-0.512595735,6.010883043,-1.931788794,0.130143196,0.309529764,-5.118988169
PF3D7_0511200,Name=SCD;description=stearoyl-CoA desaturase;ebi_biotype=protein_coding,-0.291559543,8.659628629,-1.928336918,0.130644156,0.310592091,-5.787481354
PF3D7_1339700,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.585493873,6.116632305,1.927731321,0.130732263,0.310672432,-5.174647637
PF3D7_0518100,Name=AMR2;description=protein AMR2;ebi_biotype=protein_coding,0.772099122,4.090311459,1.926558584,0.130903069,0.310870086,-4.619064167
PF3D7_1342400,Name=CK2beta2;description=casein kinase II beta chain;ebi_biotype=protein_coding,-0.300451213,7.913426804,-1.92641408,0.130924132,0.310870086,-5.624900178
PF3D7_0320300,Name=CCT5;description=T-complex protein 1 subunit epsilon;ebi_biotype=protein_coding,-0.564590634,6.840022664,-1.924203512,0.131246822,0.311215785,-5.3544788
PF3D7_0621400,Name=ALV7;description=Pf77 protein;ebi_biotype=protein_coding,-0.431793302,6.835867439,-1.923971866,0.131280687,0.311215785,-5.359259773
PF3D7_1318000,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.4285958,7.102880507,1.923918434,0.1312885,0.311215785,-5.441356547
PF3D7_1100800,Name=MC-2TM;description=Pfmc-2TM Maurer's cleft two transmembrane protein;ebi_biotype=protein_coding,-1.530855797,1.355151492,-1.923554236,0.131341767,0.311215785,-4.210858638
PF3D7_1479800,Name=RIF;description=rifin;ebi_biotype=protein_coding,-1.530855797,1.355151492,-1.923554236,0.131341767,0.311215785,-4.210858638
PF3D7_0406100,description=V-type proton ATPase subunit B;ebi_biotype=protein_coding,0.716781239,4.90774957,1.923085429,0.131410368,0.311249403,-4.838850334
PF3D7_1417000,Name=IMC1l;description=inner membrane complex protein 1l;ebi_biotype=protein_coding,-1.777009497,2.077754157,-1.921821642,0.131595498,0.311558878,-4.258129483
PF3D7_0917800,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.283519957,5.910124415,-1.918013904,0.132155025,0.312754134,-5.1153718
PF3D7_1240300,Name=VAR;description=erythrocyte membrane protein 1%2C PfEMP1;ebi_biotype=protein_coding,0.414390719,5.195834368,1.91610522,0.132436481,0.3132906,-4.926660394
PF3D7_0410900,Name=AKIT7;description=apicomplexan kinetochore protein 7%2C putative;ebi_biotype=protein_coding,0.23993144,6.730176513,1.914934586,0.13260943,0.313570045,-5.35782183
PF3D7_0411300,description=golgin subfamily A member 6-like protein%2C putative;ebi_biotype=protein_coding,-0.374291473,4.77400702,-1.912797345,0.132722834,0.313667939,-4.802271079
PF3D7_0214800,description=conserved Plasmodium membrane protein%2C unknown function;ebi_biotype=protein_coding,0.433255954,6.207871148,1.913913394,0.132760504,0.313667939,-5.21827968
PF3D7_1218600,Name=RRS;description=arginine--tRNA ligase;ebi_biotype=protein_coding,-0.773398173,5.512972997,-1.913438539,0.132830817,0.31370449,-4.988323121
PF3D7_1457700,description=large ribosomal subunit nuclear export factor%2C putative;ebi_biotype=protein_coding,0.502279501,4.566133572,1.912222496,0.133011069,0.314000542,-4.761936093
PF3D7_0613100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.110170293,8.979812945,1.896735669,0.133111417,0.314107798,-5.892792591
PF3D7_1217300,Name=EngA;description=GTP-binding protein EngA;ebi_biotype=protein_coding,0.413190513,4.169656665,1.894780061,0.133256819,0.314253219,-4.674291266
PF3D7_0417800,Name=CRK1;description=cdc2-related protein kinase 1;ebi_biotype=protein_coding,-0.393451339,6.83897062,-1.910391907,0.133282921,0.314253219,-5.377992302
PF3D7_1143400,description=translation initiation factor eIF-1A%2C putative;ebi_biotype=protein_coding,-0.693005786,4.278922307,-1.908511483,0.13356281,0.314783385,-4.665033954
PF3D7_0204000,Name=CAPH2;description=condensin-2 complex subunit H2%2C putative;ebi_biotype=protein_coding,1.119922678,2.845634482,1.907303477,0.133742956,0.314943227,-4.365563047
PF3D7_0704000,description=conserved Plasmodium membrane protein%2C unknown function;ebi_biotype=protein_coding,-0.390684065,5.898482586,-1.907142431,0.133766992,0.314943227,-5.120960063
PF3D7_0723400,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.061788784,3.044984844,1.906763456,0.133823573,0.314943227,-4.401853607
PF3D7_1003800,Name=EFTUD2;description=U5 small nuclear ribonucleoprotein component%2C putative;ebi_biotype=protein_coding,-0.66812113,5.551753999,-1.906327168,0.133888744,0.314943227,-5.012480217
PF3D7_0925700,Name=HDAC1;description=histone deacetylase 1;ebi_biotype=protein_coding,-0.257317549,5.440025564,-1.879010785,0.133905931,0.314943227,-5.023579323
PF3D7_0100400,Name=RIF;description=rifin;ebi_biotype=protein_coding,-0.663859443,4.293730325,-1.904500461,0.134161988,0.315415772,-4.673987568
PF3D7_1200400,Name=VAR;description=erythrocyte membrane protein 1%2C PfEMP1;ebi_biotype=protein_coding,0.412647493,6.246550726,1.903369182,0.134331516,0.315684581,-5.241892121
PF3D7_0315400,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.563829115,5.777714468,1.902545848,0.134455044,0.315845114,-5.10684247
PF3D7_1114900,description=filamin domain-containing protein%2C putative;ebi_biotype=protein_coding,-0.645868685,4.63109031,-1.901598715,0.134597301,0.316015924,-4.766070757
PF3D7_1441600,description=acid cluster protein 33 homologue%2C putative;ebi_biotype=protein_coding,0.324385332,6.596754232,1.901326268,0.134638253,0.316015924,-5.339828982
PF3D7_0822200,description=phosphorylated CTD interacting factor 1 WW domain-containing protein%2C putative;ebi_biotype=protein_coding,-1.353910437,1.264508972,-1.897763711,0.135175002,0.317041283,-4.229593794
PF3D7_1352300,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.204015369,3.562123886,1.897691146,0.135185959,0.317041283,-4.515791678
PF3D7_0607400,description=G-protein associated signal transduction protein%2C putative;ebi_biotype=protein_coding,-0.627183263,4.621034905,-1.896256692,0.135402763,0.317419592,-4.770452374
PF3D7_0418000,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.928746885,3.151232587,-1.895121178,0.135574655,0.31769235,-4.415937111
PF3D7_1224900,Name=SF3B6;description=splicing factor 3B subunit 6%2C putative;ebi_biotype=protein_coding,0.547673692,2.973002557,1.86736193,0.135715833,0.317892941,-4.428318887
PF3D7_1369700,Name=SNRPA1;description=U2 small nuclear ribonucleoprotein A'%2C putative;ebi_biotype=protein_coding,-0.363099619,5.912356364,-1.893594462,0.135806145,0.317974272,-5.142125339
PF3D7_0816000,Name=RRB1;description=ribosome assembly protein RRB1%2C putative;ebi_biotype=protein_coding,0.535546476,5.111360657,1.892529878,0.13596782,0.318029887,-4.931052832
PF3D7_1142200,description=vacuolar protein sorting-associated protein IST1-like%2C putative;ebi_biotype=protein_coding,0.440755502,4.638651986,1.892522534,0.135968936,0.318029887,-4.804269925
PF3D7_0306100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.265830798,6.577492513,-1.892056511,0.136039776,0.318029887,-5.334539438
PF3D7_1142000,description=heptatricopeptide repeat-containing protein%2C putative;ebi_biotype=protein_coding,0.812979632,3.230378556,1.891974179,0.136052296,0.318029887,-4.458302652
PF3D7_1028600,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.28542646,8.209068373,1.890551911,0.136268769,0.318405783,-5.744213436
PF3D7_1135400,description=HotDog domain-containing protein%2C putative;ebi_biotype=protein_coding,-0.239919989,7.332980071,-1.890075452,0.136341372,0.318445343,-5.53144837
PF3D7_0807000,description=YEATS domain-containing protein%2C putative;ebi_biotype=protein_coding,-0.626318535,3.236491816,-1.888339975,0.136606182,0.31872657,-4.44902744
PF3D7_0208900,Name=P230p;description=6-cysteine protein P230p;ebi_biotype=protein_coding,2.439480071,1.400294553,1.887313738,0.136763038,0.31872657,-4.24394606
PF3D7_0607900,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.805390569,2.147632742,-1.882788484,0.136796106,0.31872657,-4.303994252
PF3D7_1112200,Name=COQ4;description=ubiquinone biosynthesis protein COQ4%2C putative;ebi_biotype=protein_coding,-0.805390569,2.147632742,-1.882788484,0.136796106,0.31872657,-4.303994252
PF3D7_1137700,description=calcium-binding protein%2C putative;ebi_biotype=protein_coding,-0.805390569,2.147632742,-1.882788484,0.136796106,0.31872657,-4.303994252
PF3D7_1245200,description=conserved Plasmodium membrane protein%2C unknown function;ebi_biotype=protein_coding,-0.805390569,2.147632742,-1.882788484,0.136796106,0.31872657,-4.303994252
PF3D7_0404400,Name=P36;description=6-cysteine protein P36;ebi_biotype=protein_coding,-0.237735748,5.813265555,-1.86512004,0.136939334,0.31893037,-5.148133925
PF3D7_1245300,Name=UBC12;description=NEDD8-conjugating enzyme UBC12%2C putative;ebi_biotype=protein_coding,-0.818820774,3.551310203,-1.885259962,0.137077542,0.31912232,-4.511380612
PF3D7_1455100,Name=PTP1;description=protein tyrosine phosphatase%2C putative;ebi_biotype=protein_coding,0.49524745,4.520317611,1.88290951,0.137438451,0.319740493,-4.78336531
PF3D7_0600700,Name=RIF;description=rifin;ebi_biotype=protein_coding,-1.358951204,1.264508972,-1.882076101,0.13756667,0.319740493,-4.242979836
PF3D7_1109100,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.358951204,1.264508972,-1.882076101,0.13756667,0.319740493,-4.242979836
PF3D7_1228000,description=WPP motif-containing protein%2C putative;ebi_biotype=protein_coding,-1.358951204,1.264508972,-1.882076101,0.13756667,0.319740493,-4.242979836
PF3D7_1223500,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,1.37227369,2.576761932,1.881094385,0.137717874,0.319961917,-4.35211234
PF3D7_1354300,description=large subunit rRNA methyltransferase%2C putative;ebi_biotype=protein_coding,0.496986106,5.219215672,1.880533141,0.137804399,0.320032952,-4.974778988
PF3D7_0528100,description=AP-1/2 complex subunit beta%2C putative;ebi_biotype=protein_coding,0.241434315,8.157366237,1.879224619,0.13800636,0.320371907,-5.746095642
PF3D7_0216700,Name=ATG11;description=autophagy-related protein 11%2C putative;ebi_biotype=protein_coding,0.536900682,4.218134562,1.878811857,0.138070134,0.320389925,-4.708226921
PF3D7_1321100,description=protein kinase domain-containing protein%2C putative;ebi_biotype=protein_coding,0.444491592,7.645886718,1.877970673,0.138200202,0.320561701,-5.629453486
PF3D7_1145100,Name=SEC21;description=coatomer subunit gamma%2C putative;ebi_biotype=protein_coding,0.171450802,8.044478858,1.876439991,0.138437228,0.320938129,-5.723170224
PF3D7_1367700,Name=AlaRS;description=alanine--tRNA ligase;ebi_biotype=protein_coding,0.356537405,5.160198832,1.876198241,0.138474703,0.320938129,-4.96377236
PF3D7_0218100,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-0.162555537,8.192351475,-1.87520192,0.138629268,0.321166227,-5.75376808
PF3D7_1362600,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.751439381,4.513002604,1.874124744,0.13879659,0.321423681,-4.788955685
PF3D7_1124400,Name=LSM1;description=U6 snRNA-associated Sm-like protein LSm1%2C putative;ebi_biotype=protein_coding,1.774977468,1.691463784,1.873229918,0.138935754,0.321615748,-4.275918013
PF3D7_1243000,Name=STX16;description=syntaxin-16%2C putative;ebi_biotype=protein_coding,-0.280739913,6.293789896,-1.872356603,0.139071721,0.321800259,-5.279124864
PF3D7_0308500,description=activator of Hsp90 ATPase%2C putative;ebi_biotype=protein_coding,-0.400358163,6.448928872,-1.870868095,0.139303802,0.322206934,-5.319730091
PF3D7_1023700,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-1.765242493,2.077754157,-1.870286132,0.139394655,0.322286752,-4.306183088
PF3D7_1030300,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,0.70889793,4.312196634,1.869159034,0.139570794,0.322553761,-4.741810198
PF3D7_0409900,Name=ALP5b;description=actin-like protein%2C putative;ebi_biotype=protein_coding,-1.099220741,3.072742672,-1.868602712,0.139657825,0.322553761,-4.425591042
PF3D7_1218200,description=symplekin domain-containing protein%2C putative;ebi_biotype=protein_coding,0.282111473,8.140768461,1.868465415,0.139679312,0.322553761,-5.755557062
PF3D7_1015800,description=ribonucleoside-diphosphate reductase small chain%2C putative;ebi_biotype=protein_coding,0.295253469,7.936767682,1.867490203,0.139832042,0.322776143,-5.709995702
PF3D7_1359000,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.922885469,5.102045218,-1.866609028,0.139970202,0.322964726,-4.920881363
PF3D7_1140300,description=P-loop containing nucleoside triphosphate hydrolase%2C putative;ebi_biotype=protein_coding,-1.187327453,5.182766228,-1.865415547,0.140157567,0.323266646,-4.927106019
PF3D7_0704100,Name=BTP2;description=basal complex transmembrane protein 2;ebi_biotype=protein_coding,0.496618389,6.903506555,1.863666359,0.140432668,0.323479038,-5.464111638
PF3D7_0611700,Name=RPL39;description=60S ribosomal protein L39;ebi_biotype=protein_coding,-0.099977183,9.279817596,-1.846913245,0.140453031,0.323479038,-6.006452359
PF3D7_1215500,description=conserved Plasmodium protein%2C unknown function;ebi_biotype=protein_coding,-0.807988297,2.147632742,-1.860977505,0.140524385,0.323479038,-4.32527501
PF3D7_1355900,description=RWD domain-containing protein%2C putative;ebi_biotype=protein_coding,0.398295841,5.844536124,1.863008467,0.140536289,0.323479038,-5.173871986
PF3D7_1221000,Name=SET10;description=histone-lysine N-methyltransferase%2C H3 lysine-4 specific;ebi_biotype=protein_coding,0.13550055,8.100334705,1.857503414,0.140611898,0.323479038,-5.757850401
PF3D7_1226600,Name=PCNA2;description=proliferating cell nuclear antigen 2;ebi_biotype=protein_coding,0.339856487,7.184874959,1.862417377,0.140629461,0.323479038,-5.536011836
PF3D7_0519100,description=50S ribosomal protein L14%2C mitochondrial%2C putative;ebi_biotype=protein_coding,-0.224365133,7.634905754,-1.861887862,0.140712984,0.323479038,-5.638985566
PF3D7_1246400,Name=MTIP;description=myosin A-tail interacting protein;ebi_biotype=protein_coding,-0.067506176,11.96756453,-1.859025415,0.140722683,0.323479038,-6.462276311
PF3D7_1221600,description=protein TSSC1%2C putative;ebi_biotype=protein_coding,-1.573873415,1.733126251,-1.861598664,0.140758623,0.323479038,-4.287933299
PF3D7_0426000,Name=VAR;description=erythrocyte membrane protein 1%2C PfEMP1;ebi_biotype=protein_coding,0.822930667,3.515212726,1.860318495,0.140960846,0.323813671,-4.553666398
PF3D7_1125300,Name=mtRNAP;description=DNA-directed RNA polymerase;ebi_biotype=protein_coding,-0.817237583,3.556363508,-1.856486428,0.141568082,0.325078054,-4.543085197
PF3D7_0923900,Name=PABP2;description=polyadenylate-binding protein 2%2C putative;ebi_biotype=protein_coding,-1.152889301,4.920436486,-1.855253956,0.141763989,0.325397279,-4.870919866
PF3D7_1338600,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,0.209902129,7.473849006,1.854218717,0.141928774,0.32564484,-5.61604723
PF3D7_0707420,description=nucleolar RNA snoR36;ebi_biotype=snoRNA,1.482289168,9.067552363,1.853384276,0.142061749,0.325689829,-5.95081698
PF3D7_0717400,description=queuine tRNA-ribosyltransferase%2C putative;ebi_biotype=protein_coding,-0.207410379,7.207606255,-1.853381074,0.142062259,0.325689829,-5.545496261
PF3D7_1013900,description=translation initiation factor eIF-2B subunit delta%2C putative;ebi_biotype=protein_coding,0.323919461,5.805980895,1.852696097,0.142171518,0.325809729,-5.174647868
PF3D7_1434800,description=mitochondrial acidic protein MAM33%2C putative;ebi_biotype=protein_coding,-0.323570664,6.902964693,-1.851540359,0.142356075,0.326049078,-5.467829221
PF3D7_1004900,description=conserved protein%2C unknown function;ebi_biotype=protein_coding,-1.971647325,2.365520651,-1.851328311,0.142389964,0.326049078,-4.347771683
PF3D7_0627800,Name=ACAS;description=acetyl-CoA synthetase;ebi_biotype=protein_coding,-0.211385823,7.754216619,-1.850104662,0.142585701,0.326270304,-5.681916442
